,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
826,combined,34,functional,aerobic respiration,1.0390337581802926e-06,0.0034599824147403748,0.1016949152542373,0.25,0.14457831325301204,6
827,combined,36,functional,cytochrome bo3 ubiquinol oxidase activity,1.590916513653367e-12,1.7659173301552373e-09,0.6666666666666666,1.0,0.8,4
837,combined,37,functional,phosphoenolpyruvate-glycerone phosphotransferase activity,4.1119888823116536e-10,1.3692922978097807e-06,0.75,1.0,0.8571428571428571,3
838,combined,40,functional,bacterial-type flagellum hook,5.974506324854137e-16,1.9895106061764276e-12,0.2413793103448276,1.0,0.3888888888888889,7
841,combined,41,functional,formate dehydrogenase (quinone) activity,4.110397965794765e-09,6.843812613048285e-06,0.75,0.6,0.6666666666666665,3
846,combined,42,functional,biological adhesion,1.0279972205779145e-09,2.694046301706957e-06,0.6,1.0,0.7499999999999999,3
850,combined,46,functional,sulfurtransferase complex,2.0806663744497045e-07,0.0006928619026917517,0.125,1.0,0.2222222222222222,3
852,combined,47,functional,6-sulfoquinovose(1-) catabolic process,3.447806685965307e-14,1.1481196264264473e-10,0.5,1.0,0.6666666666666666,5
854,combined,50,functional,"proton-transporting ATP synthase activity, rotational mechanism",3.0623182382379825e-21,1.0197519733332482e-17,1.0,0.875,0.9333333333333333,7
860,combined,51,functional,threonine biosynthetic process,7.97314644274408e-07,0.002655057765433779,0.5,1.0,0.6666666666666666,2
861,combined,52,functional,lipopolysaccharide core region biosynthetic process,2.4526241331968824e-14,8.167238363545619e-11,0.4444444444444444,0.3333333333333333,0.380952380952381,8
862,combined,55,functional,cytosol,1.1941001988670346e-11,3.9763536622272254e-08,0.6851851851851852,0.03842159916926272,0.07276302851524091,37
866,combined,56,functional,sulfur compound metabolic process,5.132482278369718e-11,1.7091165986971162e-07,0.3333333333333333,0.5555555555555556,0.4166666666666667,5
872,combined,57,functional,anaerobic respiration,2.632725441678477e-10,8.766975720789329e-07,0.4666666666666667,0.13725490196078433,0.21212121212121213,7
878,combined,58,functional,L-fucose catabolic process,5.066659437250747e-12,1.6871975926044987e-08,0.29411764705882354,0.8333333333333334,0.4347826086956522,5
881,combined,59,functional,lipopolysaccharide core region biosynthetic process,3.936399091560478e-21,1.3108208974896393e-17,0.2545454545454545,0.5833333333333334,0.3544303797468354,14
885,combined,60,functional,glycine decarboxylation via glycine cleavage system,1.644477369603838e-09,5.476109640780781e-06,0.75,0.75,0.75,3
886,combined,61,functional,anaerobic respiration,3.9990309928235786e-14,1.3316773206102517e-10,0.2926829268292683,0.23529411764705882,0.2608695652173913,12
891,combined,63,functional,energy transducer activity,2.672792773502584e-07,0.00044501999678818027,0.11538461538461539,1.0,0.20689655172413793,3
895,combined,64,functional,e14 prophage,2.0400071919692277e-16,6.793223949257529e-13,0.6153846153846154,0.38095238095238093,0.47058823529411764,8
896,combined,66,functional,maltodextrin transport,1.7239033429826627e-14,5.740598132132267e-11,0.5555555555555556,1.0,0.7142857142857143,5
901,combined,67,functional,anaerobic electron transport chain,1.675152503210262e-09,5.578257835690173e-06,0.4444444444444444,0.4444444444444444,0.4444444444444444,4
904,combined,69,functional,gluconeogenesis,2.6810009372561874e-06,0.008927733121063104,0.25,0.3,0.2727272727272727,3
905,combined,70,functional,DNA polymerase V complex,1.3288577404573522e-07,0.0004425096275722983,1.0,1.0,1.0,2
909,combined,72,functional,ferric-enterobactin transport,1.654185323185197e-07,0.00039367153562031276,0.16,0.4444444444444444,0.23529411764705882,4
913,combined,73,functional,trimethylamine-N-oxide reductase (cytochrome c) activity,1.1957663669787673e-06,0.003981902002039296,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
914,combined,75,functional,iron-sulfur cluster assembly,3.577236607504069e-12,1.191219790298855e-08,0.8333333333333334,0.3125,0.45454545454545453,5
916,combined,78,functional,tryptophan biosynthetic process,4.2823031557706963e-13,1.426006950871642e-09,0.625,0.625,0.625,5
920,combined,79,functional,putrescine catabolic process,2.384404807103318e-11,7.940068007654049e-08,0.6666666666666666,0.6666666666666666,0.6666666666666666,4
921,combined,80,functional,cell adhesion,2.3568692734281346e-08,4.7077903487064186e-05,0.6666666666666666,0.15384615384615385,0.25,4
925,combined,81,functional,fatty acid beta-oxidation,2.4033664462116917e-08,8.003210265884934e-05,0.16666666666666666,0.38461538461538464,0.2325581395348837,5
927,combined,83,functional,iron assimilation by chelation and transport,1.1480187200265817e-07,0.00038229023376885174,0.5,0.375,0.42857142857142855,3
929,combined,84,functional,[Ni-Fe] hydrogenase complex,1.021084841854409e-06,0.0027149062708116943,0.23076923076923078,0.42857142857142855,0.3,3
931,combined,86,functional,e14 prophage,1.2302545063556569e-29,4.0967475061643376e-26,1.0,0.5714285714285714,0.7272727272727273,12
932,combined,87,functional,histidine biosynthetic process,7.116153923068305e-24,2.3696792563817457e-20,0.8888888888888888,1.0,0.9411764705882353,8
935,combined,91,functional,detoxification of copper ion,1.7795131282367535e-17,5.92577871702839e-14,0.6666666666666666,1.0,0.8,6
946,combined,93,functional,colanic acid biosynthetic process,5.909959078070725e-07,0.0019680163729975516,0.13333333333333333,0.4,0.2,4
947,combined,94,functional,NADH dehydrogenase complex,4.912130737938415e-30,1.6357395357334924e-26,1.0,0.7857142857142857,0.88,11
954,combined,95,functional,DLP12 prophage,5.813144990905998e-10,1.9357772819716974e-06,0.14285714285714285,0.4117647058823529,0.21212121212121207,7
957,combined,96,functional,glutamine transport,4.1119888823116536e-10,1.3692922978097807e-06,0.75,1.0,0.8571428571428571,3
959,combined,97,functional,L-idonate catabolic process,3.74190988290361e-08,0.00012460559910069022,0.21428571428571427,1.0,0.35294117647058826,3
964,combined,98,functional,leucine biosynthetic process,1.8549199970531684e-11,6.176883590187051e-08,0.8,0.5714285714285714,0.6666666666666666,4
965,combined,99,functional,peptidoglycan biosynthetic process,7.744274850543874e-07,0.00257884352523111,0.0875,0.25925925925925924,0.13084112149532712,7
966,combined,100,functional,asparagine biosynthetic process,1.3288577404573536e-06,0.002212548137861494,0.4,1.0,0.5714285714285715,2
968,combined,101,functional,aerobic electron transport chain,8.853353071192205e-14,2.9481665727070044e-10,0.4,0.6666666666666666,0.5,6
972,combined,102,functional,iron-sulfur cluster assembly,1.433386924374626e-15,4.773178458167505e-12,0.6363636363636364,0.4375,0.5185185185185185,7
977,combined,103,functional,bacterial-type flagellum-dependent cell motility,8.828883900693483e-12,2.94001833893093e-08,0.28,0.3684210526315789,0.3181818181818182,7
978,combined,104,functional,D-ribose transport,7.179286262645488e-08,0.00023907023254609474,0.42857142857142855,0.5,0.4615384615384615,3
981,combined,105,functional,glycerol-3-phosphate catabolic process,5.756784435236337e-09,6.390030723112334e-06,0.375,1.0,0.5454545454545454,3
985,combined,106,functional,nickel-transporting ATPase activity,5.303055045511235e-13,1.7659173301552415e-09,0.8,1.0,0.888888888888889,4
990,combined,108,functional,SOS response,1.9356628440235451e-28,6.445757270598405e-25,0.4411764705882353,0.7142857142857143,0.5454545454545455,15
995,combined,111,functional,heme transport,3.613970791409163e-13,1.2034522735392515e-09,0.7142857142857143,0.5555555555555556,0.6250000000000001,5
1000,combined,112,functional,response to heat,9.068407335204613e-22,3.019779642623136e-18,0.43243243243243246,0.3076923076923077,0.3595505617977528,16
1006,combined,113,functional,ferric-enterobactin transport,4.6683282841276037e-07,0.0015545533186144922,0.125,0.4444444444444444,0.1951219512195122,4
1007,combined,114,functional,biotin biosynthetic process,1.4380824672535931e-08,4.788814615954465e-05,0.75,0.42857142857142855,0.5454545454545454,3
1008,combined,116,functional,structural constituent of ribosome,2.949427855125595e-70,9.821594757568231e-67,0.7307692307692307,0.7916666666666666,0.76,38
1024,combined,117,functional,hyperosmotic response,2.3004864909580808e-08,7.660620014890409e-05,0.75,0.375,0.5,3
1031,combined,120,functional,sulfur compound metabolic process,3.391591696036559e-09,2.5400954876952856e-06,0.15625,0.5555555555555556,0.24390243902439024,5
1038,combined,122,functional,tricarboxylic acid cycle,1.7942386999087366e-12,5.974814870696093e-09,0.46153846153846156,0.4,0.42857142857142855,6
1043,combined,123,functional,'de novo' pyrimidine nucleobase biosynthetic process,2.9287075628634366e-07,0.0009752596184335245,0.23076923076923078,0.6,0.33333333333333337,3
1047,combined,126,functional,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",3.766088446626392e-09,1.2541074527265887e-05,0.23529411764705882,0.6666666666666666,0.3478260869565218,4
1049,combined,127,functional,glycolate dehydrogenase activity,1.3288577404573536e-06,0.004425096275722988,0.4,1.0,0.5714285714285715,2
1050,combined,128,functional,galactitol transport,9.030625467561353e-08,0.00015035991403489652,0.25,0.75,0.375,3
1054,combined,133,functional,phospholipid transporter activity,2.028104614049462e-06,0.006753588364784709,0.09375,0.75,0.16666666666666666,3
1055,combined,137,functional,enterobactin biosynthetic process,1.2968360594641962e-10,4.3184640780157733e-07,0.5714285714285714,0.5714285714285714,0.5714285714285714,4
1056,combined,140,functional,thiamine biosynthetic process,4.325576330029052e-12,1.4404169178996745e-08,0.5,0.5555555555555556,0.5263157894736842,5
1059,combined,143,functional,peptidoglycan peptide transmembrane transporter activity,5.303055045511235e-13,1.7659173301552415e-09,0.8,1.0,0.888888888888889,4
1061,combined,145,functional,phosphate ion transport,2.0559944411558327e-09,3.4232307445244614e-06,0.5,1.0,0.6666666666666666,3
1063,combined,149,functional,ferredoxin hydrogenase complex,4.4487828205918565e-17,1.4814446792570883e-13,0.6,1.0,0.7499999999999999,6
1064,combined,150,functional,[Ni-Fe] hydrogenase complex,7.766560473045354e-10,2.586264637524103e-06,0.4,0.5714285714285714,0.47058823529411764,4
1068,combined,152,functional,methionine biosynthetic process,3.577236607493067e-12,1.1912197902951914e-08,0.3125,0.8333333333333334,0.45454545454545453,5
1071,combined,153,functional,L-lactate dehydrogenase activity,2.3004864909569346e-08,7.660620014886592e-05,0.375,0.75,0.5,3
1072,combined,155,functional,nitrogen utilization,1.2884152770120298e-15,4.29042287245006e-12,0.21875,1.0,0.358974358974359,7
1075,combined,156,functional,glycolytic process,4.181286399185317e-15,1.3923683709287107e-11,0.4666666666666667,0.5384615384615384,0.5,7
1078,combined,159,functional,amyloid fibril formation,3.986573221372047e-07,0.0013275288827168917,0.6666666666666666,1.0,0.8,2
1079,combined,160,functional,glucose import across plasma membrane,3.7121385318578454e-12,1.2361421311086627e-08,0.5714285714285714,1.0,0.7272727272727273,4
1085,combined,163,functional,detoxification of copper ion,1.9932866106914393e-06,0.006637644413602493,1.0,0.3333333333333333,0.5,2
1086,combined,164,functional,enterobacterial common antigen biosynthetic process,2.669114381824246e-07,0.000888815089147474,0.14285714285714285,0.4444444444444444,0.21621621621621623,4
1087,combined,167,functional,glyoxylate cycle,1.0279972205791854e-09,3.4232307445286877e-06,1.0,0.6,0.7499999999999999,3
1088,combined,171,functional,nitrate reductase complex,4.110397965776133e-09,1.3687625226034524e-05,0.6,0.75,0.6666666666666665,3
1091,combined,173,functional,L-arginine import across plasma membrane,7.758369531582924e-10,2.5835370540171137e-06,0.18181818181818182,1.0,0.3076923076923077,4
1092,combined,174,functional,cytosolic large ribosomal subunit,6.054185442217402e-07,0.002016043752258395,0.15,0.1875,0.16666666666666663,6
1094,combined,179,functional,acetate biosynthetic process,2.790601254960438e-06,0.009292702179018258,0.2857142857142857,1.0,0.4444444444444445,2
