sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
ccdB_W1863_30_r1,ccdB,W1863_30,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ccdB_W1863_60_r1,ccdB,W1863_60,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ccdB_W1863_90_r1,ccdB,W1863_90,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lacZ_MG1063_120_r1,lacZ,MG1063_120,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ccdB_MG1063_120_r1,ccdB,MG1063_120,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T2.5_r1,ik,L2_T2.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T3_r1,ik,L2_T3,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T3.5_r1,ik,L2_T3.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T4_r1,ik,L2_T4,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T4.5_r1,ik,L2_T4.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T5_r1,ik,L2_T5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_L2_T5.5_r1,ik,L2_T5.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_H2_T2.5_r1,ik,H2_T2.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_H2_T3_r1,ik,H2_T3,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_H2_T3.5_r1,ik,H2_T3.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_H2_T4_r1,ik,H2_T4,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ik_H2_T4.5_r1,ik,H2_T4.5,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
arcA_fnr__ferment_delarcA__1,arcA_fnr,ferment_delarcA,1,MA-2,,b4401,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_delarcA__2,arcA_fnr,ferment_delarcA,2,MA-2,,b4401,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_delarcA__3,arcA_fnr,ferment_delarcA,3,MA-2,,b4401,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_delfnr__1,arcA_fnr,ferment_delfnr,1,MA-2,,b1334,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_delfnr__2,arcA_fnr,ferment_delfnr,2,MA-2,,b1334,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_delfnr__3,arcA_fnr,ferment_delfnr,3,MA-2,,b1334,KO,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_wt__1,arcA_fnr,ferment_wt,1,MA-2,,,,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_wt__2,arcA_fnr,ferment_wt,2,MA-2,,,,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
arcA_fnr__ferment_wt__3,arcA_fnr,ferment_wt,3,MA-2,,,,GPL199 (Affymetrix),24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,M9 minimal medium,0.2% glucose,0.1% NH4Cl,,,anaerobic,,anaerobic,,,,,,,,,,,,,,
aero__del_appY__1,aero,del_appY,1,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_appY__2,aero,del_appY,2,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_appY__3,aero,del_appY,3,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcA__1,aero,del_arcA,1,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcA__2,aero,del_arcA,2,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcA__3,aero,del_arcA,3,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcAfnr__1,aero,del_arcAfnr,1,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcAfnr__2,aero,del_arcAfnr,2,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_arcAfnr__3,aero,del_arcAfnr,3,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_fnr__1,aero,del_fnr,1,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_fnr__2,aero,del_fnr,2,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_fnr__3,aero,del_fnr,3,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_oxyR__1,aero,del_oxyR,1,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_oxyR__2,aero,del_oxyR,2,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_oxyR__3,aero,del_oxyR,3,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_soxS__1,aero,del_soxS,1,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_soxS__2,aero,del_soxS,2,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__del_soxS__3,aero,del_soxS,3,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__wt__1,aero,wt,1,MA-2,TRUE,,,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__wt__2,aero,wt,2,MA-2,TRUE,,,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
aero__wt__3,aero,wt,3,MA-2,TRUE,,,GPL199 (Affymetrix),15129285,GSE1106,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
anaero__del_appY__1,anaero,del_appY,1,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_appY__2,anaero,del_appY,2,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_appY__3,anaero,del_appY,3,MA-2,,b0564,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_appY,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcA__1,anaero,del_arcA,1,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcA__2,anaero,del_arcA,2,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcA__3,anaero,del_arcA,3,MA-2,,b4401,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcAfnr__1,anaero,del_arcAfnr,1,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcAfnr__2,anaero,del_arcAfnr,2,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_arcAfnr__3,anaero,del_arcAfnr,3,MA-2,,b4401|b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_arcAfnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_fnr__1,anaero,del_fnr,1,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_fnr__2,anaero,del_fnr,2,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_fnr__3,anaero,del_fnr,3,MA-2,,b1334,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_oxyR__1,anaero,del_oxyR,1,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_oxyR__2,anaero,del_oxyR,2,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_oxyR__3,anaero,del_oxyR,3,MA-2,,b3961,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_oxyR,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_soxS__1,anaero,del_soxS,1,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_soxS__2,anaero,del_soxS,2,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__del_soxS__3,anaero,del_soxS,3,MA-2,,b4062,KO,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655 del_soxS,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__wt__1,anaero,wt,1,MA-2,,,,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__wt__2,anaero,wt,2,MA-2,,,,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__wt__3,anaero,wt,3,MA-2,,,,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
anaero__wt__4,anaero,wt,4,MA-2,,,,GPL199 (Affymetrix),15129285,GSE1107,,Jinseong Cheong,jcheong@ucsd.edu,03/05/04,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,M9 minimal media,0.2% glucose,NH4Cl,NO3,,anaerobic,,anaerobic,,,,,,,,,,,,,,
ec_evol__lac2_day20__1,ec_evol,lac2_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac2_day20__2,ec_evol,lac2_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac2_day20__3,ec_evol,lac2_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac2_day60__1,ec_evol,lac2_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac2_day60__2,ec_evol,lac2_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac2_day60__3,ec_evol,lac2_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day20__1,ec_evol,lac3_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day20__2,ec_evol,lac3_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day20__3,ec_evol,lac3_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day60__1,ec_evol,lac3_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day60__2,ec_evol,lac3_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lac3_day60__3,ec_evol,lac3_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day20__1,ec_evol,lacA_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
