sample_id,project_id,condition_id,rep,machine,PMID,GEO,CEL_file,baseline,gene_change,change_type,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment
mcrC__U_N0075_r3,mcrC,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4345,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menB__U_N0075_r1,menB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2262,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menB__U_N0075_r2,menB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2262,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menB__U_N0075_r3,menB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2262,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menC__U_N0075_r1,menC,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menC__U_N0075_r2,menC,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
menC__U_N0075_r3,menC,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minD__U_N0075_r1,minD,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1175,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minD__U_N0075_r2,minD,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1175,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minD__U_N0075_r3,minD,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1175,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minE__U_N0075_r1,minE,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1174,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minE__U_N0075_r2,minE,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1174,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
minE__U_N0075_r3,minE,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1174,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
murI__U_N0075_r1,murI,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3967,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
murI__U_N0075_r2,murI,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3967,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
murI__U_N0075_r3,murI,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3967,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yoeB__U_N0075_r1,yoeB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4539,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yoeB__U_N0075_r2,yoeB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4539,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yoeB__U_N0075_r3,yoeB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4539,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nrdA__U_N0075_r1,nrdA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2234,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nrdA__U_N0075_r2,nrdA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2234,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nrdA__U_N0075_r3,nrdA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2234,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nrdB__U_N0075_r1,nrdB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2235,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nrdB__U_N0075_r3,nrdB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2235,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nupC__U_N0075_r1,nupC,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2393,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nupC__U_N0075_r2,nupC,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2393,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
nupC__U_N0075_r3,nupC,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2393,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
pyrC__U_N0075_r1,pyrC,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1062,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
pyrC__U_N0075_r2,pyrC,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1062,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
pyrC__U_N0075_r3,pyrC,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1062,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rimI__U_N0075_r1,rimI,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4373,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rimI__U_N0075_r2,rimI,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4373,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rimI__U_N0075_r3,rimI,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4373,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rstB__U_N0075_r1,rstB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1609,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rstB__U_N0075_r2,rstB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1609,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
rstB__U_N0075_r3,rstB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1609,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvC__U_N0075_r1,ruvC,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1863,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvC__U_N0075_r2,ruvC,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1863,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvC__U_N0075_r3,ruvC,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1863,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sbcB__U_N0075_r1,sbcB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2011,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sbcB__U_N0075_r2,sbcB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2011,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sbcB__U_N0075_r3,sbcB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2011,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uspA__U_N0075_r1,uspA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3495,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uspA__U_N0075_r2,uspA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3495,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uspA__U_N0075_r3,uspA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3495,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0000_r1,WT,N0000,1,GPL199 (Faith),,GSE6836,,TRUE,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0000_r2,WT,N0000,2,GPL199 (Faith),,GSE6836,,TRUE,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0025_r1,WT,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0025_r2,WT,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0050_r1,WT,N0050,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0050_r2,WT,N0050,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0075_r1,WT,N0075,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_N0075_r2,WT,N0075,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N0000_r1,recA,D_N0000,1,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N0000_r2,recA,D_N0000,2,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N0050_r1,recA,D_N0050,1,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N0050_r2,recA,D_N0050,2,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N1000_r1,recA,D_N1000,1,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA_D_N1000_r2,recA,D_N1000,2,GPL199 (Faith),,GSE6836,,,b2699,underexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_D_N1000_r1,WT,D_N1000,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
WT_D_N1000_r2,WT,D_N1000,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc2_U_N0025_r1,luc2,U_N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc2_U_N0025_r2,luc2,U_N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc2_U_N0000_r1,luc2,U_N0000,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc2_U_N0000_r2,luc2,U_N0000,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T0_N0025_r1,T0,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T0_N0025_r2,T0,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T0_N0025_r3,T0,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T12_N0025_r1,T12,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T12_N0025_r2,T12,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T12_N0025_r3,T12,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0025_r1,T24,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0025_r2,T24,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0025_r3,T24,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0000_r1,T24,N0000,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0000_r2,T24,N0000,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T24_N0000_r3,T24,N0000,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T36_N0025_r1,T36,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T36_N0025_r2,T36,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T36_N0025_r3,T36,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T48_N0025_r1,T48,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T48_N0025_r2,T48,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T48_N0025_r3,T48,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0025_r1,T60,N0025,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0025_r2,T60,N0025,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0025_r3,T60,N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0000_r1,T60,N0000,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0000_r2,T60,N0000,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
T60_N0000_r3,T60,N0000,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_K12_0_r1,ccdB,K12_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_K12_30_r1,ccdB,K12_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_K12_60_r1,ccdB,K12_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_K12_90_r1,ccdB,K12_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_K12_120_r1,ccdB,K12_120,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_K12_0_r1,lacZ,K12_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_K12_30_r1,lacZ,K12_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_K12_60_r1,lacZ,K12_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_K12_90_r1,lacZ,K12_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_K12_120_r1,lacZ,K12_120,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_0_r1,lacZ,MG1063_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_0_r2,lacZ,MG1063_0,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_30_r1,lacZ,MG1063_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_30_r2,lacZ,MG1063_30,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_60_r1,lacZ,MG1063_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_60_r2,lacZ,MG1063_60,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_90_r1,lacZ,MG1063_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_90_r2,lacZ,MG1063_90,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_0_r1,ccdB,MG1063_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_0_r2,ccdB,MG1063_0,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_30_r1,ccdB,MG1063_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_30_r2,ccdB,MG1063_30,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_60_r1,ccdB,MG1063_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_60_r2,ccdB,MG1063_60,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_90_r1,ccdB,MG1063_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_90_r2,ccdB,MG1063_90,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_W1863_0_r1,lacZ,W1863_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_W1863_30_r1,lacZ,W1863_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_W1863_60_r1,lacZ,W1863_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_W1863_90_r1,lacZ,W1863_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_W1863_0_r1,ccdB,W1863_0,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_W1863_30_r1,ccdB,W1863_30,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_W1863_60_r1,ccdB,W1863_60,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_W1863_90_r1,ccdB,W1863_90,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
lacZ_MG1063_120_r1,lacZ,MG1063_120,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ccdB_MG1063_120_r1,ccdB,MG1063_120,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ik_L2_T2.5_r1,ik,L2_T2.5,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ik_L2_T3_r1,ik,L2_T3,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ik_L2_T3.5_r1,ik,L2_T3.5,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ik_L2_T4_r1,ik,L2_T4,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
