,condition_id,rep,project_id
test_GSE10158_cefmec10_45min_1,GSE10158_cefmec10_45min,1,ref_GSE10158_untreated_0min
test_GSE4778_t0_ph7.6_1,GSE4778_t0_ph7.6,1,ref_GSE4778_t0_ph7.6
test_E-MEXP-926_MOPS_glucose_VR50_1,E-MEXP-926_MOPS_glucose_VR50,1,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE39607_ctrl_1,GSE39607_ctrl,1,ref_GSE39607_ctrl
test_GSE5981_rsd_overexpr_OD0.4_0,GSE5981_rsd_overexpr_OD0.4,0,ref_GSE5981_OD0.4
test_GSE6836_t24_1,GSE6836_t24,1,ref_GSE6836_t0
test_GSE3250_ppsA_acetateShift_6h_1,GSE3250_ppsA_acetateShift_6h,1,ref_GSE3250_ppsA
test_GSE3665_wt_0,GSE3665_wt,0,ref_GSE3665_wt
test_GSE48829_ydcR_2,GSE48829_ydcR,2,ref_GSE48829_WT
test_GSE10158_cefmec10_45min_0,GSE10158_cefmec10_45min,0,ref_GSE10158_untreated_0min
test_E-MEXP-584_pat1_1,E-MEXP-584_pat1,1,ref_E-MEXP-584_MOPS
test_GSE56133_MG1655_Wildtype_Gentamicin_1,GSE56133_MG1655_Wildtype_Gentamicin,1,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE20326_treated_with_cerium_nanoparticles_1,GSE20326_treated_with_cerium_nanoparticles,1,ref_GSE20326_control
test_GSE6836_t24_nor_1,GSE6836_t24_nor,1,ref_GSE6836_t0
test_GSE10158_cefsulodin10_25min_0,GSE10158_cefsulodin10_25min,0,ref_GSE10158_untreated_0min
test_GSE1121_aerobic_arcAfnr_0,GSE1121_aerobic_arcAfnr,0,ref_GSE1121_aerobic_wt
test_GSE6836_cspF_0.075_0,GSE6836_cspF_0.075,0,ref_GSE6836_luc_0.075
test_GSE6425_UTI89_anaerobic_3.5_0,GSE6425_UTI89_anaerobic_3.5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE25561_WT_42C_OD4_1,GSE25561_WT_42C_OD4,1,ref_GSE25561_WT_37C_OD4
test_GSE7265_RelA_tp2_0,GSE7265_RelA_tp2,0,ref_GSE7265_wt_tp1
test_GSE10307_fed-batch_100min_2,GSE10307_fed-batch_100min,2,ref_GSE10307_ctrl_batch
test_GSE35049_GLBRCE1_anaer_ACSH_stat_0,GSE35049_GLBRCE1_anaer_ACSH_stat,0,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE26187_Zn_10min_1,GSE26187_Zn_10min,1,ref_GSE26187_ctrl
test_GSE4394_RNaseE_N_2,GSE4394_RNaseE_N,2,ref_GSE4394_wtSH3208
test_GSE12877_CO-RM_aerobic_7,GSE12877_CO-RM_aerobic,7,ref_GSE12877_unexposed_aerobic
test_GSE56133_MG1655_Fur_KO_untreated_0,GSE56133_MG1655_Fur_KO_untreated,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE6609_D3_aerobic_lon_1,GSE6609_D3_aerobic_lon,1,ref_GSE6609_D1_anaerobic
test_GSE7326_R-M+_3h_0,GSE7326_R-M+_3h,0,ref_GSE7326_controlpHSG415_3h
test_GSE21652_rpod3_1,GSE21652_rpod3,1,ref_GSE21652_p2
test_GSE6444_hfq_7,GSE6444_hfq,7,ref_GSE6444_wt
test_GSE6836_lon0.025_1,GSE6836_lon0.025,1,ref_GSE6836_luc_0.025
test_GSE61736_coldshock_1,GSE61736_coldshock,1,ref_GSE61736_ctrl
test_GSE8965_SA_tp3_4,GSE8965_SA_tp3,4,test_GSE8965_A_tp3
test_GSE6425_UTI89_anaerobic_2.5_1,GSE6425_UTI89_anaerobic_2.5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE9582_luxS_1,GSE9582_luxS,1,ref_GSE9582_wt
test_GSE5981_rsd_overexpr_OD0.9_0,GSE5981_rsd_overexpr_OD0.9,0,ref_GSE5981_OD0.9
test_GSE6836_t60_lacz_MG1063_0,GSE6836_t60_lacz_MG1063,0,ref_GSE6836_t60_lacz
test_GSE4321_rpoH_20min_0,GSE4321_rpoH_20min,0,ref_GSE4321_wt_20min
test_GSE33147_lacB_day60_0,GSE33147_lacB_day60,0,ref_GSE33147_wt_lac
test_GSE4511_aerobic_pH7.0_0,GSE4511_aerobic_pH7.0,0,ref_GSE4511_aerobic_pH5.0
test_GSE12797_Stat rpoS_0,GSE12797_Stat rpoS,0,ref_GSE12797_Expon WT
test_E-MEXP-584_MOPS_0,E-MEXP-584_MOPS,0,ref_E-MEXP-584_MOPS
test_GSE45443_LB_2,GSE45443_LB,2,ref_GSE45443_MOPSrich_glyc
test_GSE25561_WT_37C_OD4_1,GSE25561_WT_37C_OD4,1,ref_GSE25561_WT_37C_OD4
test_GSE3250_wt_acetateShift_4h_3,GSE3250_wt_acetateShift_4h,3,ref_GSE3250_wt
test_GSE28320_Lplantarum_pSIGMA70_transformation_0,GSE28320_Lplantarum_pSIGMA70_transformation,0,ref_GSE28320_Lplantarum_empty_vector
test_GSE39926_evo_butanol_1,GSE39926_evo_butanol,1,ref_GSE39926
test_GSE5239_BL21_mu0.46_2,GSE5239_BL21_mu0.46,2,ref_GSE5239_BL21_mu0.46
test_GSE57084_MG1655_0.25µg/ml_tetracycline_1,GSE57084_MG1655_0.25µg/ml_tetracycline,1,ref_GSE57084_MG1655
test_GSE6425_MG1655_anaerobic_6.75_1,GSE6425_MG1655_anaerobic_6.75,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE29424_EZgly_BTE-H204A_stat_2,GSE29424_EZgly_BTE-H204A_stat,2,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE13444_WT_Ethanol_10min_6,GSE13444_WT_Ethanol_10min,6,ref_GSE13444_WT_Ethanol_0%
test_GSE6033_T8_0,GSE6033_T8,0,ref_GSE6033_Tref
test_GSE6425_UTI89_aerobic_26_0,GSE6425_UTI89_aerobic_26,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE29424_EZgly_BTE-H204A_stat_0,GSE29424_EZgly_BTE-H204A_stat,0,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE6836_zipA_0.075_1,GSE6836_zipA_0.075,1,ref_GSE6836_luc_0.075
test_GSE10158_untreated_10min_1,GSE10158_untreated_10min,1,ref_GSE10158_untreated_0min
test_GSE34023_t75_bglj_dleuo_1,GSE34023_t75_bglj_dleuo,1,ref_GSE34023_t75_ctrl
test_GSE6836_mcrB_0.075_1,GSE6836_mcrB_0.075,1,ref_GSE6836_luc_0.075
test_GSE13444_Fur_Isobutanol_10min_2,GSE13444_Fur_Isobutanol_10min,2,ref_GSE13444_Fur_Isobutanol_0%
test_GSE6425_UTI89_anaerobic_4_0,GSE6425_UTI89_anaerobic_4,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE55972_NP_TiO2_5h_2,GSE55972_NP_TiO2_5h,2,ref_GSE55972_control_5h
test_GSE7265_WT_tp7_2,GSE7265_WT_tp7,2,ref_GSE7265_WT_ref
test_GSE4941_IAA_3,GSE4941_IAA,3,ref_GSE4941_untreated
test_GSE50828_glycerol_2,GSE50828_glycerol,2,ref_GSE50828_ctrl
test_GSE8540_metJ_GSNO500_5min_5,GSE8540_metJ_GSNO500_5min,5,ref_GSE8540_metJ
test_GSE3123_rne_pBADRNE_noIPTG_0,GSE3123_rne_pBADRNE_noIPTG,0,ref_GSE3123_wt_pM30_noIPTG
test_GSE17991_E.coli_DST160_succinate_resistant_1,GSE17991_E.coli_DST160_succinate_resistant,1,ref_GSE17991_E.coli_W3110
test_GSE3665_mut1_0g/l_etOH_1,GSE3665_mut1_0g/l_etOH,1,ref_GSE3665_wt
test_GSE6426_UTI89_4,GSE6426_UTI89,4,ref_GSE6426_MG1655
test_GSE6425_UTI89_aerobic_5_0,GSE6425_UTI89_aerobic_5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE13444_WT_Isobutanol_10min_3,GSE13444_WT_Isobutanol_10min,3,ref_GSE13444_WT_Isobutanol_0%
test_GSE6781_pGIT8_NO2_2,GSE6781_pGIT8_NO2,2,ref_GSE6781_pGIT8
test_GSE47732_vp1_induced_20_1,GSE47732_vp1_induced_20,1,ref_GSE47732_vp1_uninduced_0
test_GSE4562_yceB_glucose_indole_0,GSE4562_yceB_glucose_indole,0,ref_GSE4562_wt
test_GSE42205_control_t2_0,GSE42205_control_t2,0,ref_GSE42205_control_t1
test_GSE55662_Cirpofloxacin_treated_WT_T60min_1,GSE55662_Cirpofloxacin_treated_WT_T60min,1,ref_GSE55662_non_treated_WT_control_T0
test_GSE2037_succ_1,GSE2037_succ,1,ref_GSE2037_glu
test_GSE53140_10mM_octanoic_acid_0,GSE53140_10mM_octanoic_acid,0,ref_GSE53140_MG1655_control
test_GSE6836_b2618_0.075_2,GSE6836_b2618_0.075,2,ref_GSE6836_luc_0.075
test_GSE34023_t75_ctrl_1,GSE34023_t75_ctrl,1,ref_GSE34023_t75_ctrl
test_GSE30005_p2_08_1,GSE30005_p2_08,1,ref_GSE30005_wt
test_GSE13011_REL606_EXP_Cy3_3,GSE13011_REL606_EXP_Cy3,3,ref_GSE13011_MG1655_STAT_Cy5
test_GSE10158_cefsulodin10_25min_1,GSE10158_cefsulodin10_25min,1,ref_GSE10158_untreated_0min
test_GSE28795_dskA-_pB_ppGpp0_1,GSE28795_dskA-_pB_ppGpp0,1,ref_GSE28795_pGB2_ppGpp0
test_GSE10159_untreated_10min_0,GSE10159_untreated_10min,0,ref_GSE10159_untreated_5min
test_GSE3250_wt_acetateShift_15min_1,GSE3250_wt_acetateShift_15min,1,ref_GSE3250_wt
test_GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²_1,GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²,1,ref_GSE5192_control
test_GSE6836_t60_lacz_MG1063_1,GSE6836_t60_lacz_MG1063,1,ref_GSE6836_t60_lacz
test_GSE8540_cysB_GSNO500_5min_0,GSE8540_cysB_GSNO500_5min,0,ref_GSE8540_cysB
test_GSE35371_sham_15h_5,GSE35371_sham_15h,5,ref_GSE35371_sham_15h
test_GSE11894_MG1655_Abscence_zinc_3,GSE11894_MG1655_Abscence_zinc,3,ref_GSE11894_MG1655_Adequate_zinc
test_GSE35049_GLBRCE1_anaer_ACSH_stat_8,GSE35049_GLBRCE1_anaer_ACSH_stat,8,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE1121_anaerobic_fnr_0,GSE1121_anaerobic_fnr,0,ref_GSE1121_aerobic_wt
test_E-MEXP-245_qor_3,E-MEXP-245_qor,3,ref_E-MEXP-245
test_GSE7265_Crp_tp2_0,GSE7265_Crp_tp2,0,ref_GSE7265_wt_tp1
test_GSE13444_Fur_Isobutanol_10min_4,GSE13444_Fur_Isobutanol_10min,4,ref_GSE13444_Fur_Isobutanol_0%
test_GSE10307_fed-batch_420min_3,GSE10307_fed-batch_420min,3,ref_GSE10307_ctrl_batch
test_GSE14238_Hep_2_1,GSE14238_Hep_2,1,ref_GSE14238_MinMedia
test_GSE35371_sham_15h_3,GSE35371_sham_15h,3,ref_GSE35371_sham_15h
test_GSE1730_LB_wt_7,GSE1730_LB_wt,7,ref_GSE1730_LB_wt
test_GSE4778_t10_ph5.5_3,GSE4778_t10_ph5.5,3,ref_GSE4778_t0_ph7.6
test_GSE15533_TW_0,GSE15533_TW,0,ref_GSE15533_O157:H7
test_GSE2999_dam_mutS_GM5556_treated_1,GSE2999_dam_mutS_GM5556_treated,1,ref_GSE2999_WT_AB1157
test_GSE17526_rpoS_Log_1,GSE17526_rpoS_Log,1,ref_GSE17526_Log
test_GSE3591_anaerobic_fnr_NO3_1,GSE3591_anaerobic_fnr_NO3,1,ref_GSE3591_aerobic_wt
test_GSE57084_enrofloxacin_resistant_128µg/ml_enrofloxacin_2,GSE57084_enrofloxacin_resistant_128µg/ml_enrofloxacin,2,ref_GSE57084_MG1655
test_GSE2037_ala_1,GSE2037_ala,1,ref_GSE2037_glu
test_E-MEXP-1166_MG1655_evoStat_0,E-MEXP-1166_MG1655_evoStat,0,ref_E-MEXP-1166_MG1655_evoStat
test_GSE11303_TPEN_0,GSE11303_TPEN,0,ref_GSE11303_Control
test_GSE12877_CO-RM_aerobic_5,GSE12877_CO-RM_aerobic,5,ref_GSE12877_unexposed_aerobic
test_GSE2928_dam_mutS_0,GSE2928_dam_mutS,0,test_GSE2928_wt
test_GSE6836_t60_nor_1,GSE6836_t60_nor,1,ref_GSE6836_t0
test_GSE6836_IHF_0.075_1,GSE6836_IHF_0.075,1,ref_GSE6836_luc_0.075
test_GSE17526_Stat_Ethanol_0,GSE17526_Stat_Ethanol,0,ref_GSE17526_Log
test_GSE33147_wt_glyc_2,GSE33147_wt_glyc,2,ref_GSE33147_wt_glyc
test_GSE47732_vp1_ethanol_uninduced_0_0,GSE47732_vp1_ethanol_uninduced_0,0,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE3665_wt_20g/l_etOH_0,GSE3665_wt_20g/l_etOH,0,ref_GSE3665_wt
test_GSE6836_mcrC_0.075_1,GSE6836_mcrC_0.075,1,ref_GSE6836_luc_0.075
test_GSE1121_anaerobic_soxS_2,GSE1121_anaerobic_soxS,2,ref_GSE1121_aerobic_wt
test_GSE3250_wt_acetateShift_1h_1,GSE3250_wt_acetateShift_1h,1,ref_GSE3250_wt
test_GSE29424_EZgly_BTE_accDABC_stat_0,GSE29424_EZgly_BTE_accDABC_stat,0,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE29424_EZgly_BTE_exp_1,GSE29424_EZgly_BTE_exp,1,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE55365_NO3_fnr_1,GSE55365_NO3_fnr,1,ref_GSE55365_NO3_wt
test_GSE2999_dam_mutant_GM3819_2,GSE2999_dam_mutant_GM3819,2,ref_GSE2999_WT_AB1157
test_E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+_1,E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+,1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE14238_Pen_4,GSE14238_Pen,4,ref_GSE14238_MinMedia
test_GSE23526_G3.2_2,GSE23526_G3.2,2,ref_GSE23526_wt
test_GSE3250_wt_acetateShift_5h_0,GSE3250_wt_acetateShift_5h,0,ref_GSE3250_wt
test_GSE33147_glyc2_day44_0,GSE33147_glyc2_day44,0,ref_GSE33147_wt_glyc
test_GSE34631_glycerol_0,GSE34631_glycerol,0,ref_GSE34631_glycerol
test_GSE4394_RNaseE_N_rif_6min_2,GSE4394_RNaseE_N_rif_6min,2,ref_GSE4394_RNaseE_N
test_GSE4706_500hours_0,GSE4706_500hours,0,ref_GSE4706
test_GSE7573_MOPS_SeOh_5min_3,GSE7573_MOPS_SeOh_5min,3,ref_GSE7573_wt_MOPS
test_GSE1121_aerobic_appY_2,GSE1121_aerobic_appY,2,ref_GSE1121_aerobic_wt
test_GSE21869_PaeR7IR+M+_1,GSE21869_PaeR7IR+M+,1,ref_GSE21869_PaeR7IR-M-
test_GSE4394_RNaseE_N_0,GSE4394_RNaseE_N,0,ref_GSE4394_wtSH3208
test_GSE59397_synh_lt_exp_3,GSE59397_synh_lt_exp,3,ref_GSE59397_synh_lt_exp
test_GSE33147_glycA_day20_2,GSE33147_glycA_day20,2,ref_GSE33147_wt_glyc
test_GSE25561_hG-CSF_25C_OD4_0,GSE25561_hG-CSF_25C_OD4,0,ref_GSE25561_WT_37C_OD4
test_GSE7265_RelA_tp4_1,GSE7265_RelA_tp4,1,ref_GSE7265_wt_tp1
test_GSE6836_emrR_0.075_1,GSE6836_emrR_0.075,1,ref_GSE6836_luc_0.075
test_GSE8540_flhDC_GSNO500_5min_0,GSE8540_flhDC_GSNO500_5min,0,ref_GSE8540_flhDC
test_E-MEXP-1166_DH10B_evoGluc_gal_3,E-MEXP-1166_DH10B_evoGluc_gal,3,ref_E-MEXP-1166_DH10B_gal
test_GSE15406_ppGpp0_graL_long_1,GSE15406_ppGpp0_graL_long,1,ref_GSE15406_ppGpp0_ctrl
test_GSE3250_ppsA_acetateShift_4h_5,GSE3250_ppsA_acetateShift_4h,5,ref_GSE3250_ppsA
test_GSE2928_wt_1,GSE2928_wt,1,test_GSE2928_wt
test_GSE17276_CV103_0,GSE17276_CV103,0,ref_GSE17276_ancestor_JA122
test_GSE7265_RpoS_tp10_2,GSE7265_RpoS_tp10,2,ref_GSE7265_wt_tp1
test_GSE61736_NaCl_1,GSE61736_NaCl,1,ref_GSE61736_ctrl
test_GSE32561_wt_4,GSE32561_wt,4,ref_GSE32561_wt
test_GSE4569_1h_UV_3,GSE4569_1h_UV,3,ref_GSE4569_1h
test_GSE10307_fed-batch_180min_3,GSE10307_fed-batch_180min,3,ref_GSE10307_ctrl_batch
test_E-MEXP-1166_MG1655_evoGluc_1,E-MEXP-1166_MG1655_evoGluc,1,ref_E-MEXP-1166_MG1655
test_GSE46625_wt_1,GSE46625_wt,1,ref_GSE46625_wt
test_GSE5981_rsd_overexpr_OD0.4_1,GSE5981_rsd_overexpr_OD0.4,1,ref_GSE5981_OD0.4
test_GSE7398_fis_150_1,GSE7398_fis_150,1,ref_GSE7398_wt_90
test_GSE21839_E4_-O2_2,GSE21839_E4_-O2,2,ref_GSE21839_WT
test_GSE11052_stat_MAJ_1,GSE11052_stat_MAJ,1,ref_GSE11052_stat_MOPS
test_GSE4321_rpoH_0min_1,GSE4321_rpoH_0min,1,ref_GSE4321_wt_0min
test_GSE10158_cefsulodin10_0min_0,GSE10158_cefsulodin10_0min,0,ref_GSE10158_untreated_0min
test_GSE13418_biofilm_maturation_1,GSE13418_biofilm_maturation,1,ref_GSE13418_biofilm_attachment
test_GSE5239_BL21pOri2_mu0.20_2,GSE5239_BL21pOri2_mu0.20,2,ref_GSE5239_BL21_mu0.46
test_GSE11303_TPEN_1,GSE11303_TPEN,1,ref_GSE11303_Control
test_GSE7265_WT_tp5_1,GSE7265_WT_tp5,1,ref_GSE7265_WT_ref
test_GSE2928_dam_mutS_1,GSE2928_dam_mutS,1,test_GSE2928_wt
test_GSE30345_hfq_gln_1,GSE30345_hfq_gln,1,ref_GSE30345_wt_gln
test_GSE56133_MG1655_Wildtype_Ampicillin_2,GSE56133_MG1655_Wildtype_Ampicillin,2,ref_GSE56133_MG1655_Wildtype_untreated
test_E-MEXP-926_urine_biofilm_83972_0,E-MEXP-926_urine_biofilm_83972,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE47732_vp1_ethanol_uninduced_0_3,GSE47732_vp1_ethanol_uninduced_0,3,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE58976_exp_synh_wo_lt_t6_2,GSE58976_exp_synh_wo_lt_t6,2,ref_GSE58976_exp_synh_wo_lt_t2
test_GSE14238_MinMedia_2,GSE14238_MinMedia,2,ref_GSE14238_MinMedia
test_GSE7656_43°C NaCl_0,GSE7656_43°C NaCl,0,ref_GSE7656_30°C
test_GSE34023_t75_bglj_2,GSE34023_t75_bglj,2,ref_GSE34023_t75_ctrl
test_GSE13048_CO-RM_anaer_6,GSE13048_CO-RM_anaer,6,ref_GSE13048_unexposed_anaer
test_GSE4778_t5_ph5.5_3,GSE4778_t5_ph5.5,3,ref_GSE4778_t0_ph7.6
test_GSE6836_sulA_0.025_2,GSE6836_sulA_0.025,2,ref_GSE6836_luc_0.025
test_GSE8965_SA_tp2_0,GSE8965_SA_tp2,0,test_GSE8965_A_tp2
test_GSE6836_nupC_0.075_1,GSE6836_nupC_0.075,1,ref_GSE6836_luc_0.075
test_GSE17276_CV103_3,GSE17276_CV103,3,ref_GSE17276_ancestor_JA122
test_GSE44211_cccp_2,GSE44211_cccp,2,ref_GSE44211_ctrl
test_GSE3105_fur2_arabinose_0,GSE3105_fur2_arabinose,0,ref_GSE3105_wt1_arabinose
test_GSE42205_control_t3_1,GSE42205_control_t3,1,ref_GSE42205_control_t1
test_GSE7573_wt_MOPS_DeaNO_5min_8,GSE7573_wt_MOPS_DeaNO_5min,8,ref_GSE7573_wt_MOPS
test_GSE48829_WT_0,GSE48829_WT,0,ref_GSE48829_WT
test_GSE30639_6.5KS_3,GSE30639_6.5KS,3,ref_GSE30639_Anc
test_GSE7265_WT_tp5_2,GSE7265_WT_tp5,2,ref_GSE7265_WT_ref
test_GSE3250_ppsA_acetateShift_2h_0,GSE3250_ppsA_acetateShift_2h,0,ref_GSE3250_ppsA
test_GSE6836_folA_0.075_2,GSE6836_folA_0.075,2,ref_GSE6836_luc_0.075
test_GSE61736_NaCl_0,GSE61736_NaCl,0,ref_GSE61736_ctrl
test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+_0,E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,0,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE11894_MG1655_Abscence_zinc_2,GSE11894_MG1655_Abscence_zinc,2,ref_GSE11894_MG1655_Adequate_zinc
test_GSE40557_58_f2_2,GSE40557_58_f2,2,ref_GSE40557_ctrl
test_GSE34631_propyleneglycol_1,GSE34631_propyleneglycol,1,ref_GSE34631_glycerol
test_GSE30639_6.5KS_1,GSE30639_6.5KS,1,ref_GSE30639_Anc
test_GSE29424_EZglu_BTE_stat_5,GSE29424_EZglu_BTE_stat,5,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE35100_DH5a_wild_type_irrE_0,GSE35100_DH5a_wild_type_irrE,0,ref_GSE35100_DH5a_wild_type_irrE
test_GSE4556_ph5.7_3,GSE4556_ph5.7,3,ref_GSE4556_ph7.0
test_GSE7326_R-M+_1h50m_1,GSE7326_R-M+_1h50m,1,ref_GSE7326_controlpHSG415_1h50m
test_GSE33147_glyc1_day44_1,GSE33147_glyc1_day44,1,ref_GSE33147_wt_glyc
test_GSE33147_lacA_day60_3,GSE33147_lacA_day60,3,ref_GSE33147_wt_lac
test_GSE3250_ppsA_acetateShift_15min_0,GSE3250_ppsA_acetateShift_15min,0,ref_GSE3250_ppsA
test_GSE51611_osmotolerant_G5_1,GSE51611_osmotolerant_G5,1,ref_GSE51611_unevolved_parent
test_GSE7265_RelA_tp5_0,GSE7265_RelA_tp5,0,ref_GSE7265_wt_tp1
test_GSE47732_vp1_induced_60_1,GSE47732_vp1_induced_60,1,ref_GSE47732_vp1_uninduced_0
test_GSE35371_sham_2.5h_1,GSE35371_sham_2.5h,1,ref_GSE35371_sham_2.5h
test_GSE30005_p2_58_1,GSE30005_p2_58,1,ref_GSE30005_wt
test_GSE17276_consortium_1,GSE17276_consortium,1,ref_GSE17276_ancestor_JA122
test_GSE35100_DH5a_IrrE_mutant_2,GSE35100_DH5a_IrrE_mutant,2,ref_GSE35100_DH5a_wild_type_irrE
test_GSE7265_WT_tp16_2,GSE7265_WT_tp16,2,ref_GSE7265_WT_ref
test_GSE13444_ubiE_Isobutanol_10min_3,GSE13444_ubiE_Isobutanol_10min,3,ref_GSE13444_ubiE_Isobutanol_0%
test_GSE30639_40KS_0,GSE30639_40KS,0,ref_GSE30639_Anc
test_GSE33147_glycD_day44_1,GSE33147_glycD_day44,1,ref_GSE33147_wt_glyc
test_GSE17276_consortium_4,GSE17276_consortium,4,ref_GSE17276_ancestor_JA122
test_GSE4112_dpiA_0,GSE4112_dpiA,0,ref_GSE4112_wt
test_E-MEXP-732_p23_g9_2,E-MEXP-732_p23_g9,2,ref_E-MEXP-732_empty
test_GSE55365_NO3_arcA_0,GSE55365_NO3_arcA,0,ref_GSE55365_NO3_wt
test_GSE1730_LB_gyrAD82G_9,GSE1730_LB_gyrAD82G,9,ref_GSE1730_LB_wt
test_GSE4321_rpoH_2.5min_1,GSE4321_rpoH_2.5min,1,ref_GSE4321_wt_2.5min
test_GSE7885_WT_exp_1,GSE7885_WT_exp,1,ref_GSE7885_WT_biofilm
test_GSE3437_rpoE_60min_0,GSE3437_rpoE_60min,0,ref_GSE3437_wt_60min
test_GSE6836_dnaN_0.075_0,GSE6836_dnaN_0.075,0,ref_GSE6836_luc_0.075
test_GSE6712_benzalkonium_chloride+50ppm_4,GSE6712_benzalkonium_chloride+50ppm,4,ref_GSE6712_control
test_GSE59408_MDS42_Chloramphenicol_resistant_0,GSE59408_MDS42_Chloramphenicol_resistant,0,ref_GSE59408_MDS42_Parent_strain
test_GSE7265_Crp_tp6_0,GSE7265_Crp_tp6,0,ref_GSE7265_wt_tp1
test_GSE7265_Crp_tp2_2,GSE7265_Crp_tp2,2,ref_GSE7265_wt_tp1
test_GSE25561_hG-CSF_37C_OD4_1,GSE25561_hG-CSF_37C_OD4,1,ref_GSE25561_WT_37C_OD4
test_GSE20095_rpoS_mt_2,GSE20095_rpoS_mt,2,ref_GSE20095_WT
test_GSE6609_D1_aerobic_1,GSE6609_D1_aerobic,1,ref_GSE6609_D1_anaerobic
test_GSE13418_planktonic_exp_2,GSE13418_planktonic_exp,2,ref_GSE13418_biofilm_attachment
test_GSE21869_PaeR7IR+M+_GEN500_5,GSE21869_PaeR7IR+M+_GEN500,5,ref_GSE21869_PaeR7IR-M-
test_E-MEXP-244_HOCl_0,E-MEXP-244_HOCl,0,ref_E-MEXP-244
test_GSE55365_anaer_arcA_0,GSE55365_anaer_arcA,0,ref_GSE55365_anaer_wt
test_GSE55365_NO3_fnr_0,GSE55365_NO3_fnr,0,ref_GSE55365_NO3_wt
test_GSE13444_phoB_Isobutanol_10min_2,GSE13444_phoB_Isobutanol_10min,2,ref_GSE13444_phoB_Isobutanol_0%
test_GSE57084_tetracycline_resistant_16µg/ml_tetracycline_0,GSE57084_tetracycline_resistant_16µg/ml_tetracycline,0,ref_GSE57084_MG1655
test_GSE6609_D3_aerobic_lon_2,GSE6609_D3_aerobic_lon,2,ref_GSE6609_D1_anaerobic
test_GSE41189_wt_Aerobic_0,GSE41189_wt_Aerobic,0,ref_GSE41189_wt_Anaerobic
test_GSE6033_T9_0,GSE6033_T9,0,ref_GSE6033_Tref
test_GSE19370_MG1655_300µM_peroxynitrite_5_minutes_2,GSE19370_MG1655_300µM_peroxynitrite_5_minutes,2,ref_GSE19370_MG1655_absence_peroxynitrite
test_GSE47221_amoxicillin_resistant_0,GSE47221_amoxicillin_resistant,0,ref_GSE47221_amoxicillin_resistant
test_GSE6836_galF_0.075_2,GSE6836_galF_0.075,2,ref_GSE6836_luc_0.075
test_GSE35049_GLBRCE1_anaer_ACSH_exp_8,GSE35049_GLBRCE1_anaer_ACSH_exp,8,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE15533_O157:H7_chlorine_0,GSE15533_O157:H7_chlorine,0,ref_GSE15533_O157:H7
test_GSE17526_Log_0,GSE17526_Log,0,ref_GSE17526_Log
test_GSE35371_tr_sin_con_15h_2,GSE35371_tr_sin_con_15h,2,ref_GSE35371_sham_15h
test_GSE4394_eno_rif_6min_0,GSE4394_eno_rif_6min,0,ref_GSE4394_eno
test_GSE7326_R+M+_1h_0,GSE7326_R+M+_1h,0,ref_GSE7326_controlpHSG415_1h
test_GSE7573_arcA_MOPS_DeaNO_5min_3,GSE7573_arcA_MOPS_DeaNO_5min,3,ref_GSE7573_arcA_MOPS
test_GSE30639_Anc_1,GSE30639_Anc,1,ref_GSE30639_Anc
test_GSE8965_FA_tp4_1,GSE8965_FA_tp4,1,test_GSE8965_A_tp4
test_GSE35049_GLBRCE1_anaer_ACSH_exp_0,GSE35049_GLBRCE1_anaer_ACSH_exp,0,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE4778_t10_ph5.5_2,GSE4778_t10_ph5.5,2,ref_GSE4778_t0_ph7.6
test_GSE4778_t10_ph5.5_0,GSE4778_t10_ph5.5,0,ref_GSE4778_t0_ph7.6
test_GSE1121_anaerobic_arcA_0,GSE1121_anaerobic_arcA,0,ref_GSE1121_aerobic_wt
