Feature.ID,width,start,end
b1088,521,1146795,1147315
b1089,173,1147368,1147540
b1090,1070,1147622,1148691
b1091,953,1148760,1149712
b1092,929,1149729,1150657
b1093,734,1150671,1151404
b1094,236,1151616,1151851
b1095,1241,1151940,1153180
b1096,809,1153301,1154109
b1097,1022,1154113,1155134
b1098,641,1155125,1155765
b1099,1004,1155763,1156766
b1100,797,1156778,1157574
b1101,1433,1157870,1159302
b1660,1211,1739912,1741122
b1103,359,1161886,1162244
b1104,377,1162248,1162624
b1105,641,1162639,1163279
b1106,824,1163261,1164084
b1107,1025,1164096,1165120
b1108,542,1165144,1165685
b1109,1304,1166086,1167389
b1110,539,1167600,1168138
b1111,632,1168201,1168832
b1112,257,1169074,1169330
b1113,962,1169413,1170374
b1114,3446,1170519,1173964
b1115,1073,1174093,1175165
b1116,1199,1175428,1176626
b1117,701,1176620,1177320
b1118,1244,1177321,1178564
b1119,911,1178594,1179504
b1120,728,1179632,1180359
b1121,788,1180480,1181267
b1122,461,1181265,1181725
b1123,1046,1181784,1182829
b1124,794,1182827,1183620
b1125,827,1183618,1184444
b1126,1136,1184459,1185594
b1127,1226,1185845,1187070
b1128,1121,1187120,1188240
b1129,1460,1188317,1189776
b1130,671,1189777,1190447
b1131,1370,1190617,1191986
b1132,641,1191991,1192631
b1133,1106,1192668,1193773
b1134,461,1193828,1194288
b1135,653,1194299,1194951
b1136,1250,1195124,1196373
b1137,665,1196868,1197532
b1138,704,1197534,1198237
b1139,893,1198696,1199588
b1140,1127,1199680,1200806
b1141,245,1200788,1201032
b1143,341,1201498,1201838
b1144,308,1201777,1202084
b1145,674,1202260,1202933
b1146,200,1203025,1203224
b1147,557,1203269,1203825
b1148,338,1203823,1204160
b4692,233,1204171,1204403
b4693,1133,1204405,1205537
b1150,182,1205550,1205731
b1151,411,1205732,1206142
b1152,779,1206144,1206922
b1153,584,1206914,1207497
b1154,629,1207502,1208130
b1155,413,1208133,1208545
b1156,602,1208518,1209119
b1157,500,1209120,1209619
b1158,554,1209686,1210239
b1159,833,1210347,1211179
b4519,164,1211414,1211577
b1160,323,1211681,1212003
b1161,404,1212704,1213107
b1162,731,1213329,1214059
b1163,1211,1214265,1215475
b1164,236,1215790,1216025
b1165,272,1216069,1216340
b1166,266,1216370,1216635
b1167,248,1216749,1216996
b1168,1523,1217329,1218851
b4520,218,1218984,1219201
b4491,2647,1219602,1222248
b1171,329,1222306,1222634
b1172,344,1222645,1222988
b4593,173,1222991,1223163
b4594,185,1223265,1223449
b4521,343,1223565,1223907
b1174,266,1224280,1224545
b1175,812,1224550,1225361
b1176,695,1225386,1226080
b1177,368,1226601,1226968
b1178,401,1227072,1227472
b1179,293,1227715,1228007
b1180,659,1228080,1228738
b1181,461,1228816,1229276
b1182,911,1229484,1230394
b1183,419,1230768,1231186
b1184,1268,1231187,1232454
b1185,530,1232501,1233030
b1186,1541,1233177,1234717
b1187,719,1234939,1235657
b1188,1532,1235710,1237241
b1189,1298,1237572,1238869
b1190,1070,1238880,1239949
b1191,1736,1240336,1242071
b1192,914,1242167,1243080
b1193,611,1243181,1243791
b1194,734,1243794,1244527
b1195,254,1244729,1244982
b1196,440,1245161,1245600
b1197,1697,1245680,1247376
b1198,1418,1247697,1249114
b1199,632,1249126,1249757
b1200,1070,1249769,1250838
b1201,1919,1251067,1252985
b1202,2867,1253086,1255952
b1203,1091,1256722,1257812
b1204,584,1257930,1258513
b1205,278,1258792,1259069
b1206,1679,1259125,1260803
b1207,947,1260929,1261875
b1208,851,1262027,1262877
b1209,623,1262878,1263500
b1210,1256,1263715,1264970
b1211,1082,1265013,1266094
b1212,833,1266095,1266927
b1213,392,1266925,1267316
b1214,809,1267321,1268129
b1215,854,1268166,1269019
b4419,107,1269169,1269275
b4420,66,1269324,1269389
b4421,107,1269704,1269810
b4422,65,1269859,1269923
b4423,107,1270239,1270345
b4424,67,1270394,1270460
b1216,1100,1270750,1271849
b1217,230,1272120,1272349
b1218,695,1272508,1273202
b1219,353,1273247,1273599
b1220,1394,1273785,1275178
b1221,650,1275180,1275829
b1222,1796,1275823,1277618
b1223,1391,1277958,1279348
b1224,3743,1279865,1283607
b1225,1538,1283605,1285142
b1226,710,1285140,1285849
b1227,677,1285850,1286526
b4425,170,1287067,1287236
b1229,89,1287088,1287176
b1230,84,1287245,1287328
b1231,84,1287539,1287622
b1232,842,1287783,1288624
b1233,458,1288675,1289132
b1234,905,1289246,1290150
b1235,1013,1290243,1291255
b1236,908,1291458,1292365
b1237,413,1292510,1292922
b1238,617,1293528,1294144
b4573,896,1294427,1295322
b1241,2675,1295447,1298121
b1242,647,1298599,1299245
b4711,980,1299568,1300547
b1243,1631,1301183,1302813
b1244,920,1302900,1303819
b1245,908,1303835,1304742
b1246,1013,1304755,1305767
b1247,1004,1305765,1306768
b1248,329,1306822,1307150
b1249,1460,1307186,1308645
b4595,173,1308789,1308961
b1250,1253,1309017,1310269
b1251,296,1310570,1310865
b1252,719,1311090,1311808
b1253,398,1311849,1312246
b1254,539,1312352,1312890
b1255,743,1312921,1313663
b1256,638,1314021,1314658
b1257,506,1314719,1315224
b1258,500,1315271,1315770
b1259,179,1315857,1316035
b1260,806,1316417,1317222
b1261,1193,1317223,1318415
b1262,1361,1318428,1319788
b1263,1595,1319790,1321384
b1264,1562,1321385,1322946
b1265,44,1323039,1323082
b1266,881,1323221,1324101
b1267,620,1324099,1324718
b1268,1895,1324747,1326641
b1269,875,1326853,1327727
b1270,590,1327768,1328357
b1271,758,1328355,1329112
b1272,1049,1329333,1330381
b1273,251,1330418,1330668
b1274,2597,1331049,1333645
b1275,974,1333856,1334829
b4522,164,1335125,1335288
b4523,167,1335292,1335458
b1276,2675,1335832,1338506
b1277,590,1338571,1339160
b1278,764,1339331,1340094
b1279,308,1340244,1340551
b1280,1169,1340559,1341727
b1281,737,1341922,1342658
b1282,326,1342659,1342984
b1283,218,1343111,1343328
b1284,749,1343598,1344346
b4596,173,1344437,1344609
b1285,1985,1344758,1346742
b4672,104,1346797,1346900
b1286,1934,1346979,1348912
b1287,1127,1348981,1350107
b1288,788,1350252,1351039
b1289,353,1351408,1351760
b1290,806,1351829,1352634
b1291,992,1352637,1353628
b1292,890,1353629,1354518
b1293,965,1354506,1355470
b1294,1643,1355468,1357110
b1295,245,1357424,1357668
b1296,1385,1357803,1359187
b1297,1418,1359491,1360908
b1298,764,1361121,1361884
b1299,557,1361912,1362468
b1300,1487,1362744,1364230
b1301,1280,1364233,1365512
b1302,1265,1365551,1366815
b1303,977,1366936,1367912
b1304,668,1368080,1368747
b1305,224,1368802,1369025
b1306,359,1369026,1369384
b1307,221,1369394,1369614
b1308,314,1369690,1370003
b1309,1679,1370217,1371895
b1310,1292,1371910,1373201
b1311,881,1373223,1374103
b1312,842,1374091,1374932
b1313,1052,1374964,1376015
b1314,788,1376035,1376822
b1315,1055,1376833,1377887
b1316,2267,1377885,1380151
b1317,659,1380149,1380807
b4524,1081,1380822,1381902
b1319,905,1381948,1382852
b1320,998,1382964,1383961
b1321,1397,1384118,1385514
b1322,1061,1385512,1386572
b1323,1541,1386721,1388261
b1324,506,1388306,1388811
b1325,965,1388931,1389895
b1326,728,1389871,1390598
b4525,137,1390726,1390862
b4673,65,1390869,1390933
b1327,920,1390934,1391853
b1328,899,1391992,1392890
b1329,1613,1393228,1394840
b1330,1031,1394892,1395922
b1331,980,1396113,1397092
b1332,257,1397366,1397622
b1333,950,1397673,1398622
b1334,752,1398775,1399526
b1335,515,1399722,1400236
b1336,1526,1400248,1401773
b1337,1445,1401811,1403255
b1338,1310,1403256,1404565
b1339,908,1404742,1405649
b4426,95,1405657,1405751
b1340,563,1405980,1406542
b1341,1232,1406564,1407795
b1342,983,1408051,1409033
b4699,121,1409130,1409250
b1343,1373,1409512,1410884
b1344,935,1411014,1411948
b1345,1235,1412001,1413235
b1346,215,1413238,1413452
b1347,209,1413532,1413740
b1348,194,1413734,1413927
b1349,809,1413985,1414793
b1350,2600,1414787,1417386
b1351,275,1417489,1417763
b4526,170,1417839,1418008
b1352,221,1418009,1418229
b1353,488,1418672,1419159
b4527,155,1419157,1419311
b1355,134,1419323,1419456
b1356,476,1419766,1420241
b1357,296,1420366,1420661
b1358,422,1420685,1421106
b1359,857,1421120,1421976
b1360,746,1421984,1422729
b1361,499,1422702,1423200
b1362,443,1423202,1423644
b4528,185,1423401,1423585
b1363,1457,1423783,1425239
b1365,263,1425378,1425640
b1366,452,1425631,1426082
b1368,932,1426455,1427386
b4570,1595,1427390,1428984
b1370,980,1427747,1428726
b1372,3362,1429050,1432411
b1373,575,1432412,1432986
b1374,590,1433085,1433674
b1375,233,1433992,1434224
b4638,50,1434959,1435008
b1376,434,1435186,1435619
b1377,1133,1435761,1436893
b4427,108,1437122,1437229
b1378,3524,1437261,1440784
b4529,266,1441059,1441324
b1379,422,1441322,1441743
b1380,989,1441855,1442843
b1381,2639,1443052,1445690
b1382,185,1445688,1445872
b1383,326,1445881,1446206
b1384,905,1446379,1447283
b1385,1499,1447520,1449018
b1386,2273,1449077,1451349
b1387,2045,1451598,1453642
b1388,929,1453928,1454856
b1389,287,1454869,1455155
b1390,746,1455165,1455910
b1391,497,1455926,1456422
b1392,1070,1456431,1457500
b1393,767,1457498,1458264
b1394,788,1458265,1459052
b1395,1427,1459055,1460481
b1396,422,1460472,1460893
b1397,1205,1460894,1462098
b1398,1313,1462126,1463438
b1399,950,1463540,1464489
b1400,590,1464472,1465061
b4674,65,1465166,1465230
b4492,8621,1465393,1474013
b1402,905,1467922,1468826
b1403,365,1468785,1469149
b1404,1151,1469359,1470509
b1406,860,1474222,1475081
b1407,2306,1475145,1477450
b1408,605,1477622,1478226
b1409,896,1478227,1479122
b1410,1757,1479139,1480895
b1411,1292,1480910,1482201
b1412,605,1482256,1482860
b1413,3902,1483062,1486963
b1414,800,1487236,1488035
b1415,1439,1488233,1489671
b4493,1000,1489714,1490713
b1418,530,1490903,1491432
b4597,63,1491444,1491506
b1419,173,1491678,1491850
b4428,149,1491923,1492071
b1420,167,1491963,1492129
b4429,55,1492120,1492174
b1421,1640,1492471,1494110
b1422,923,1494149,1495071
b1423,1343,1495289,1496631
b1424,1655,1496857,1498511
b1426,224,1498652,1498875
b1427,539,1498939,1499477
b1428,980,1499470,1500449
b1429,992,1500574,1501565
b1430,593,1501563,1502155
b1431,668,1502458,1503125
b4578,431,1503219,1503649
b1432,1148,1503718,1504865
b1433,1175,1504906,1506080
b1434,536,1506173,1506708
b1435,1961,1506782,1508742
b1436,230,1508835,1509064
b4532,176,1509287,1509462
b1438,416,1509509,1509924
b1439,1406,1510004,1511409
b1440,1145,1511655,1512799
b1441,1013,1512818,1513830
b1442,941,1513832,1514772
b1443,794,1514763,1515556
b1444,1424,1515579,1517002
b4598,95,1517100,1517194
b1445,173,1517390,1517562
b1446,233,1517649,1517881
b1447,449,1517883,1518331
b1448,518,1518329,1518846
b1449,1037,1519028,1520064
b1450,665,1520263,1520927
b1451,2102,1520964,1523065
b1452,1061,1523308,1524368
b1453,1499,1524482,1525980
b1454,617,1526248,1526864
b1455,212,1526941,1527152
b1456,2036,1527903,1529938
b1457,482,1529923,1530404
b1459,1053,1530587,1531639
b1460,1136,1531817,1532952
b1461,233,1533053,1533285
b1462,569,1533283,1533851
b1463,845,1534025,1534869
b1464,893,1534966,1535858
b1465,680,1535938,1536617
b1466,695,1536615,1537309
b1467,1544,1537310,1538853
b1468,3740,1538851,1542590
b1469,1388,1542673,1544060
b1471,1330,1544385,1545714
b1472,278,1545751,1546028
b1473,881,1546289,1547169
b1474,3047,1547402,1550448
b1475,884,1550462,1551345
b1476,653,1551339,1551991
b1477,284,1552399,1552682
b1478,1010,1552829,1553838
b1479,1697,1553973,1555669
b1480,137,1555827,1555963
b1481,215,1556066,1556280
b1482,431,1556626,1557056
b1483,926,1557113,1558038
b1484,986,1558032,1559017
b1485,896,1559015,1559910
b1486,1022,1559908,1560929
b1487,1550,1560932,1562481
b1488,581,1562496,1563076
b1489,2399,1563335,1565733
b1490,1382,1565759,1567140
b1491,1319,1567505,1568823
b1492,1535,1568955,1570489
b1493,1400,1570646,1572045
b1494,2795,1572408,1575202
b1495,2372,1575248,1577619
b1496,1685,1577658,1579342
b1497,1157,1579634,1580790
b1498,1682,1580843,1582524
b1499,761,1582927,1583687
b1500,197,1583763,1583959
b1501,2279,1584208,1586486
b1502,914,1586821,1587734
b1503,503,1587794,1588296
b1504,530,1588310,1588839
b1505,1226,1588854,1590079
b1506,202,1590335,1590536
b1507,1322,1590855,1592176
b1508,266,1592177,1592442
b4696,5322,1592666,1597987
b1511,1592,1598618,1600209
b1512,953,1600289,1601241
b1513,1535,1601491,1603025
b1514,1028,1603020,1604047
b1515,992,1604048,1605039
b1516,1022,1605052,1606073
b1517,875,1606101,1606975
b1518,290,1607000,1607289
b1519,758,1607347,1608104
b1520,914,1608109,1609022
b1521,1451,1609230,1610680
b1522,947,1610908,1611854
b1523,359,1611967,1612325
b1524,926,1612326,1613251
b1525,1388,1613316,1614703
b1526,881,1614805,1615685
b1527,1115,1615764,1616878
b1528,1190,1617029,1618218
b1529,665,1618244,1618908
b1530,434,1619121,1619554
b1531,383,1619575,1619957
b1532,218,1619990,1620207
b1533,899,1620239,1621137
b1534,1187,1621333,1622519
b4599,95,1622647,1622741
b4698,97,1622818,1622914
b1535,890,1622961,1623850
b1536,392,1624106,1624497
b1537,518,1624774,1625291
b1538,2045,1625336,1627380
b1539,746,1627518,1628263
b1540,686,1628353,1629038
b1541,203,1629216,1629418
b1542,1460,1629454,1630913
b4600,1283,1631003,1632285
b1544,233,1633073,1633305
b1545,590,1633623,1634212
b1546,575,1634311,1634885
b1547,962,1634886,1635847
b1548,527,1635841,1636367
b4533,233,1636757,1636989
b1549,410,1637048,1637457
b1550,173,1637610,1637782
b1551,155,1637955,1638109
b1552,212,1638456,1638667
b1553,497,1639031,1639527
b4689,254,1639081,1639334
b1554,533,1639525,1640057
b1555,311,1640055,1640365
b1556,215,1640371,1640585
b1557,215,1641340,1641554
b1558,212,1641856,1642067
b1559,752,1642490,1643241
b1560,1049,1643256,1644304
b1561,251,1644652,1644902
b1562,155,1645120,1645274
b1563,287,1645347,1645633
b1564,239,1645634,1645872
b1565,305,1645898,1646202
b1566,332,1646406,1646737
b1567,182,1647175,1647356
b1568,278,1647359,1647636
b1569,230,1647621,1647850
b1570,407,1647935,1648341
b1571,155,1648509,1648663
b1572,128,1648666,1648793
b1573,218,1648824,1649041
b1574,52,1649383,1649434
b1575,188,1649610,1649797
b1576,191,1649795,1649985
b1577,764,1650079,1650842
b1578,692,1650846,1651537
b1579,1157,1651552,1652708
b1580,1019,1652897,1653915
b1581,1214,1653928,1655141
b1582,326,1655348,1655673
b1583,341,1655809,1656149
b1584,560,1656185,1656744
b1585,710,1656748,1657457
b1586,305,1657566,1657870
b1587,2426,1658070,1660495
b1588,2423,1660557,1662979
b1589,617,1662991,1663607
b1590,854,1663610,1664463
b1591,614,1664507,1665120
b1592,1256,1665316,1666571
b1593,695,1666525,1667219
b1594,1220,1667345,1668564
b1595,893,1668700,1669592
b1596,1253,1669700,1670952
b1597,308,1671377,1671684
b4601,83,1671778,1671860
b1598,821,1671961,1672781
b1599,329,1672821,1673149
b1600,365,1673137,1673501
b1601,1034,1673914,1674947
b1602,1388,1674973,1676360
b1603,1532,1676372,1677903
b1604,944,1678428,1679371
b1605,1382,1679558,1680939
b1606,722,1680977,1681698
b1607,335,1681696,1682030
b1608,719,1682160,1682878
b1609,1301,1682883,1684183
b1610,929,1684260,1685188
b1611,1403,1685186,1686588
b1612,1646,1686732,1688377
b1613,1175,1688577,1689751
b1614,1508,1689853,1691360
b1615,1265,1691587,1692851
b1616,1373,1692891,1694263
b1617,1811,1694261,1696071
b1618,590,1696463,1697052
b1619,767,1697274,1698040
b1620,1028,1698153,1699180
b1621,1592,1699356,1700947
b1622,1172,1700958,1702129
b1623,1001,1702234,1703234
b1624,1040,1703269,1704308
b4409,125,1704552,1704676
b1625,215,1704950,1705164
b1626,440,1705251,1705690
b1627,581,1705768,1706348
b1628,578,1706349,1706926
b1629,2222,1706920,1709141
b1630,1058,1709143,1710200
b1631,620,1710205,1710824
b1632,695,1710829,1711523
b1633,635,1711524,1712158
b1634,1502,1712770,1714271
b1635,605,1714378,1714982
b1636,863,1715027,1715889
b1637,1274,1715949,1717222
b1638,656,1717352,1718007
b1639,329,1718067,1718395
b1640,1109,1718494,1719602
b1641,467,1719877,1720343
b1642,434,1720391,1720824
b1643,236,1721026,1721261
b1644,857,1721265,1722121
b1645,2012,1722122,1724133
b1646,521,1724135,1724655
b1647,896,1724737,1725632
b1648,239,1725682,1725920
b1649,599,1726024,1726622
b1650,1097,1726660,1727756
b1651,407,1727838,1728244
b1652,647,1728348,1728994
b1653,4616,1729088,1733703
b1654,347,1733755,1734101
b1655,815,1734436,1735250
b1656,581,1735379,1735959
b1657,1169,1736122,1737290
b4602,89,1737457,1737545
b1658,1025,1737845,1738869
b1659,932,1738867,1739798
b1661,1148,1741414,1742561
b1662,641,1742602,1743242
b1663,1373,1743458,1744830
b1664,1256,1744872,1746127
b1665,76,1746436,1746511
b1666,76,1746517,1746592
b1667,305,1746701,1747005
b1668,1604,1747132,1748735
b1669,812,1748748,1749559
b1670,785,1749564,1750348
b1671,668,1750346,1751013
b1672,647,1751078,1751724
b1673,2102,1751729,1753830
b1674,626,1753852,1754477
b1675,209,1754933,1755141
b1676,1412,1755699,1757110
b1677,236,1757422,1757657
b1678,1004,1757722,1758725
b1679,416,1758875,1759290
b1680,1220,1759304,1760523
b1681,1271,1760521,1761791
b1682,746,1761767,1762512
b1683,1487,1762523,1764009
b1684,368,1764019,1764386
b4430,67,1764714,1764780
b1685,188,1764935,1765122
b1686,410,1765223,1765632
b1687,3056,1765630,1768685
b1688,1112,1769075,1770186
b4431,105,1770373,1770477
b1689,356,1770616,1770971
b1690,1214,1771072,1772285
b1691,1265,1772513,1773777
b1692,866,1773790,1774655
b1693,758,1774687,1775444
b1694,1595,1775588,1777182
b1695,1151,1777197,1778347
b1696,911,1778391,1779301
b1697,764,1779618,1780381
b1698,938,1780402,1781339
b1699,1289,1781396,1782684
b1700,293,1782682,1782974
b1701,1646,1783032,1784677
b1702,2378,1784735,1787112
b1703,833,1787446,1788278
b1704,1046,1788436,1789481
b1705,191,1789614,1789804
b1706,1436,1789809,1791244
b1707,713,1791308,1792020
b1708,464,1792268,1792731
b1709,749,1792810,1793558
b1710,551,1793559,1794109
b1711,980,1794173,1795152
b1712,299,1795254,1795552
b1713,2387,1795558,1797944
b1714,983,1797960,1798942
b1715,44,1799227,1799270
b1716,356,1799394,1799749
b1717,197,1799803,1799999
b1718,542,1800097,1800638
b1719,1928,1800643,1802570
b4494,1899,1803095,1804993
b4535,107,1805166,1805272
b1722,758,1805326,1806083
b1723,929,1806371,1807299
b1724,290,1807401,1807690
b1725,860,1807797,1808656
b1726,536,1808698,1809233
b1727,668,1809381,1810048
b1728,590,1810212,1810801
b1729,1391,1810935,1812325
b1730,803,1812330,1813132
b1731,242,1813422,1813663
b1732,2261,1813868,1816128
b1733,749,1816387,1817135
b1734,1352,1817149,1818500
b1735,842,1818606,1819447
b1736,350,1819456,1819805
b1737,1358,1819857,1821214
b1738,320,1821300,1821619
b1739,338,1821919,1822256
b1740,827,1822459,1823285
b1741,887,1823516,1824402
b1742,575,1824363,1824937
b1743,485,1825141,1825625
b1744,968,1825956,1826923
b1745,1343,1826917,1828259
b1746,1478,1828257,1829734
b1747,1034,1829732,1830765
b1748,1220,1830763,1831982
b1749,806,1832429,1833234
b1750,710,1833402,1834111
b1751,677,1834117,1834793
b1752,707,1834809,1835515
b1753,548,1835516,1836063
b1754,1166,1836074,1837239
b1755,1535,1837213,1838747
b1756,653,1838748,1839400
b1757,1307,1839468,1840774
b1758,620,1840784,1841403
b1759,407,1841491,1841897
b1760,272,1841864,1842135
b1761,1343,1842372,1843714
b1762,1040,1843832,1844871
b1763,1961,1845000,1846960
b1764,1043,1846966,1848008
b1765,551,1848126,1848676
b1766,1856,1848838,1850693
b1767,1016,1850861,1851876
b1768,641,1851888,1852528
b1769,1358,1852622,1853979
b1770,758,1854097,1854854
b1771,980,1854992,1855971
b1772,947,1855982,1856928
b1773,836,1856934,1857769
b1774,1043,1857791,1858833
b1775,1379,1858851,1860229
b1776,1076,1860257,1861332
b1777,272,1861703,1861974
b1778,413,1862017,1862429
b1779,995,1862772,1863766
b1780,884,1863851,1864734
b1781,854,1864783,1865636
b1782,746,1865727,1866472
b1783,1934,1866909,1868842
b1784,1283,1868956,1870238
b1785,1475,1870386,1871860
b1786,1490,1872042,1873531
b1787,503,1873575,1874077
b1788,104,1874079,1874182
b1789,446,1874353,1874798
b1790,821,1874756,1875576
b1791,1181,1875674,1876854
b1792,347,1876910,1877256
b1793,254,1877279,1877532
b1794,1025,1877716,1878740
b4676,98,1878774,1878871
b4675,74,1878875,1878948
b1795,248,1879008,1879255
b1796,182,1879404,1879585
b1797,359,1879590,1879948
b1798,638,1880122,1880759
b1799,923,1880887,1881809
b1800,1085,1881913,1882997
b1801,1445,1883189,1884633
b1802,1124,1884666,1885789
b1803,965,1885846,1886810
b1804,1127,1886865,1887991
b1805,1685,1888062,1889746
b1806,581,1889952,1890532
b1807,695,1890573,1891267
b1808,1910,1891326,1893235
b1809,344,1893368,1893711
b1810,299,1894134,1894432
b1811,179,1894553,1894731
b1812,1361,1894806,1896166
b1813,578,1896171,1896748
b1814,1364,1896933,1898296
b1815,1598,1898428,1900025
b1816,1556,1900030,1901585
b1817,971,1902049,1903019
b1818,800,1903083,1903882
b1819,851,1903896,1904746
b1820,458,1904802,1905259
b1821,566,1905689,1906254
b1822,809,1906252,1907060
b1823,209,1907227,1907435
b1824,143,1907449,1907591
b1825,287,1908262,1908548
b1826,143,1908624,1908766
b4536,239,1908926,1909164
b1827,791,1909309,1910099
b1828,1373,1910277,1911649
b1829,881,1911696,1912576
b1830,2048,1912769,1914816
b1831,698,1914837,1915534
b1832,497,1915632,1916128
b1833,1283,1916259,1917541
b1834,2633,1917511,1920143
b1835,1439,1920224,1921662
b1836,236,1921781,1922016
b1837,191,1922122,1922312
b1838,656,1922314,1922969
b4432,248,1923067,1923314
b4433,120,1923165,1923284
b1839,341,1923366,1923706
b1840,872,1923720,1924591
b1841,374,1924596,1924969
b1842,230,1925109,1925338
b1843,656,1925441,1926096
b1844,662,1926121,1926782
b1845,2060,1926780,1928839
b1846,659,1929049,1929707
b1847,356,1930035,1930390
b1848,290,1930458,1930747
b1849,1178,1930882,1932059
b1850,641,1932116,1932756
b1851,1811,1932794,1934604
b1852,1475,1934840,1936314
b1853,869,1936653,1937521
b1854,1442,1937650,1939091
b1855,971,1939223,1940193
b1856,1322,1940314,1941635
b1857,932,1941652,1942583
b1858,755,1942663,1943417
b1859,785,1943415,1944199
b1860,1010,1944347,1945356
b1861,611,1945366,1945976
b4677,65,1946116,1946180
b1862,602,1946252,1946853
b1863,521,1946856,1947376
b1864,740,1947412,1948151
b1865,452,1948181,1948632
b1866,1772,1948751,1950522
b1867,566,1950833,1951398
b1868,818,1951396,1952213
b1869,395,1952267,1952661
b1870,743,1952703,1953445
b1871,971,1953443,1954413
b1872,2429,1954579,1957007
b1873,1100,1957033,1958132
b1874,746,1958521,1959266
b1875,566,1959281,1959846
b1876,1733,1960063,1961795
b1877,488,1961973,1962460
b1878,392,1962581,1962972
b1879,2078,1962973,1965050
b1880,1148,1965044,1966191
b1881,644,1966394,1967037
b1882,389,1967049,1967437
b1883,1049,1967453,1968501
b1884,860,1968505,1969364
b1885,1601,1969384,1970984
b1886,1661,1971031,1972691
b1887,503,1972837,1973339
b1888,1964,1973361,1975324
b1889,926,1975330,1976255
b1890,887,1976253,1977139
b1891,578,1977267,1977844
b1892,350,1977848,1978197
b1893,503,1978519,1979021
b1894,275,1978941,1979215
b1895,428,1979754,1980181
b1896,1424,1980189,1981612
b1897,800,1981588,1982387
b4460,986,1982555,1983540
b1900,1514,1983556,1985069
b1901,989,1985140,1986128
b1902,503,1986926,1987428
b4537,251,1987508,1987758
b4663,86,1987874,1987959
b1904,323,1988223,1988545
b1905,497,1988717,1989213
b1906,239,1989252,1989490
b1907,1211,1989682,1990892
b1908,665,1990955,1991619
b1909,86,1991816,1991901
b1910,73,1991915,1991987
b1911,75,1992043,1992117
b1912,548,1992270,1992817
b1913,1832,1992875,1994706
b1914,656,1994704,1995359
b1915,224,1995819,1996042
b1916,722,1996111,1996832
b1917,752,1997063,1997814
b1918,668,1997812,1998479
b1919,986,1998495,1999480
b1920,800,1999586,2000385
b1921,551,2000474,2001024
b1922,719,2001071,2001789
b1923,1496,2002111,2003606
b1924,1406,2003873,2005278
b1925,410,2005304,2005713
b1926,365,2005714,2006078
b1927,1487,2006157,2007643
b1928,413,2007678,2008090
b1929,1205,2008278,2009482
b1930,233,2009480,2009712
b1931,668,2009822,2010489
b1932,479,2010601,2011079
b4495,1128,2011224,2012351
b1936,161,2012503,2012663
b1937,314,2012701,2013014
b1938,1658,2013230,2014887
b1939,995,2014881,2015875
b1940,686,2015869,2016554
b1941,1373,2016555,2017927
b1942,443,2017947,2018389
b1943,1127,2018387,2019513
b1944,464,2019619,2020082
b1945,1004,2020088,2021091
b1946,413,2021089,2021501
b1947,365,2021505,2021869
b1948,737,2021870,2022606
b1949,269,2022617,2022885
b1950,785,2022894,2023678
b1951,623,2023969,2024591
b1952,188,2024636,2024823
b1953,227,2024987,2025213
b1954,86,2025228,2025313
b1955,815,2025512,2026326
b1956,1694,2026324,2028017
b1957,182,2028189,2028370
b1958,917,2028450,2029366
b1959,920,2029540,2030459
b1960,470,2030449,2030918
b1961,1418,2030900,2032317
b1962,695,2032385,2033079
b1963,365,2033120,2033484
b4603,90,2033650,2033739
b4496,1192,2034052,2035243
b1967,851,2035836,2036686
b1968,1358,2036795,2038152
b1969,671,2038153,2038823
b1970,413,2038957,2039369
b1971,1004,2039479,2040482
b1972,635,2040484,2041118
b1973,650,2041376,2042025
b1974,530,2042369,2042898
b1975,89,2043469,2043557
b1976,797,2043652,2044448
b1977,75,2044550,2044624
b1978,7076,2044939,2052014
b4497,1052,2052277,2053328
b1981,1316,2053644,2054959
b1982,1454,2055062,2056515
b1983,716,2056859,2057574
b1984,75,2058028,2058102
b1985,1487,2058204,2059690
b1986,75,2059852,2059926
b1987,950,2059965,2060914
b1988,917,2061017,2061933
b1989,75,2062261,2062335
b1990,932,2062392,2063323
b1991,1079,2063389,2064467
b1992,743,2064480,2065222
b1993,545,2065220,2065764
b4639,86,2066069,2066154
b1994,980,2066306,2067285
b4640,532,2067361,2067892
b4641,158,2068262,2068419
b4582,1839,2068636,2070474
b1996,905,2068953,2069857
b1997,365,2069816,2070180
b1999,551,2070661,2071211
b4435,203,2071316,2071518
b2000,3119,2071540,2074658
b2001,1532,2074780,2076311
b2002,446,2076309,2076754
b2003,221,2076818,2077038
b2004,368,2077113,2077480
b2005,374,2077570,2077943
b2006,167,2077941,2078107
b4642,128,2078550,2078677
b4538,185,2078747,2078931
b2007,329,2079033,2079361
b2008,1058,2079534,2080591
b2009,473,2080790,2081262
b2010,1166,2081382,2082547
b2011,1427,2082757,2084183
b2012,227,2084227,2084453
b2013,1058,2084468,2085525
b2014,1358,2085705,2087062
b4678,62,2087053,2087114
b2015,929,2087330,2088258
b2016,824,2088305,2089128
b4539,254,2089212,2089465
b2017,251,2089463,2089713
b2018,50,2089997,2090046
b2019,899,2090193,2091091
b2020,1304,2091098,2092401
b2021,1070,2092399,2093468
b2022,1067,2093469,2094535
b2023,590,2094536,2095125
b2024,737,2095126,2095862
b2025,776,2095845,2096620
b2026,611,2096615,2097225
